;Action;Name;Features;Service;Source;VR Instance;Destination;User;Schedule;QoS;IPS Policy;Usage
322;Pass Client;Allow-SAP-Router-to-Kontron-SAP-konsapdbk;;Ref: Port-3281 , Ref: Port-8081 , Ref: Port-8281 , Ref: Port-44381 TCP  3281, TCP  44381, TCP  8081, TCP  8281;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.26.174-konsapdbk 10.113.26.174;Any ;Always ;No-Shaping ;Default ;
323;Pass Client;Allow-SAP-Router-to-Kontron-SAP-konsapdbj;;Ref: Port-3984 , Ref: Port-58300 TCP  3984, TCP  58300;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.26.176-konsapdbj 10.113.26.176;Any ;Always ;No-Shaping ;Default ;
324;Pass Client;Allow-SAP-Router-to-Kontron-SAP-konsappbj;;Ref: Port-58900 , Ref: Port-3689 TCP  3689, TCP  58900, UDP  3689;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.26.177-konsappbj 10.113.26.177;Any ;Always ;No-Shaping ;Default ;
325;Pass Client;Allow-SAP-Router-to-Kontron-SAP-konsapqss;;Ref: Port-8000 , Ref: Port-8103 , Ref: Port-3200-sapdp00 , Ref: Port-3300-sapdp100 TCP  3200, TCP  3300, TCP  8000, TCP  8103;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h--10.113.26.178-konsapqss 10.113.26.178;Any ;Always ;No-Shaping ;Default ;
326;Pass Original Source IP;Allow-World-to-konsappsk-NAT-WebDynpro-App;;Ref: Port-8001 , TCP  8103 , TCP  8000 , TCP  44300 TCP  44300, TCP  8000, TCP  8001, TCP  8103;Ref: World 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.87-r4334.kontron.com 194.145.239.87;Any ;Always ;No-Shaping ;Default ;
327;Pass Client;Allow-LB-to-Kontron-SAP;;Ref: Port-8001 , TCP  8103 , TCP  8000 , TCP  44300 TCP  44300, TCP  8000, TCP  8001, TCP  8103;Ref: g-Consinto-Loadbalancer 194.145.239.100, 194.145.239.101, 194.145.239.102;Source: default Destination: default;Ref: h-10.113.26.172- konsappsk , Ref: h-10.113.26.163-konsappe1.kontron.local 10.113.26.163, 10.113.26.172;Any ;Always ;No-Shaping ;Default ;
328;Pass Client;Allow-Baramundi-Gateway-to-Baramundi-Server;;Ref: HTTPS TCP  443;Ref: h-194.145.239.31-Baramuni-Gateway 194.145.239.31;Source: default Destination: default;Ref: h-10.9.255.93-Baramundi-Server 10.9.255.93;Any ;Always ;No-Shaping ;Default ;
329;Pass Client;Allow-Internet-to-Baramundi-Gateway;;Ref: HTTP+S TCP  443, TCP  80;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.31-Baramuni-Gateway 194.145.239.31;Any ;Always ;No-Shaping ;Default ;
330;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-Port-22;;SSH TCP  22;40.127.171.90 ;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
331;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-opentext;;Ref: Port-3307-TCP TCP  3307;Ref: b12oftp.tgms.gxs.com , Ref: p12oftp.tgms.gxs.com;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
332;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB;;TCP  6619 EDILOB-TCP , UDP  6619 EDILOB-UDP TCP  6619, UDP  6619;Ref: net-192-138-117-0-Volvo-Edilob , Ref: net-160-46-247-0-BMW-Netz , Ref: net-160-46-245-0-BMW-Netz-2 , Ref: net-160-46-244-0-BMW-Netz-3 , Ref: h-194.17.250.67-IAC-Sweden-neu , Ref: h-93.189.156.165-oftp2.sas-automotive.com , Ref: h-85.233.213.172-oftp2.icdsc.com , Ref: h-62.134.71.200-Aptivs , Ref: h-85.90.60.170-oftp.edi-services.fr , Ref: h-213.144.25.130-Gestamp-1 , Ref: h-18.194.214.193-Benteler-1 , Ref: h-35.158.184.249-Benteler-2 , Ref: h-93.90.134.100-Krone , Ref: h-213.150.240.70-Magna , Ref: oftp2.zf.com , Ref: h-194.5.203.135-Plastic-Omnium , Ref: h-91.239.177.115-Class , Ref: h-213.62.126.140-Faurecia , Ref: h-212.183.3.69-Poettinger , Ref: h-63.240.164.5-Tower-1 , Ref: h-97.71.123.46-Tower-2 , Ref: h-160.44.71.11-T-Systems , Ref: h-193.28.100.114-Webasto , Ref: g-from-Portsche-2-Edilop-4-Aptiv , Ref: g-oftp2-Ziele-4-Mefro , Ref: h-64.37.204.56-oftp.messaging.covisint.com , Ref: h-62.134.71.161-SMP , Ref: oftp2.intesa.it , Ref: oftp2.iacedi.se , Ref: oftp.iber-oleff.pt , 88.157.227.145 , 78.47.38.7 , Ref: pro.di.siemens.com , Ref: ebusiness-gateway.rutronik.com , 193.34.102.101 , Ref: h-81.91.20.109-oftp2.sas-automotive.com , 37.9.239.59 , Ref: edi.zf.com 160.44.71.11, 160.46.244.0/24, 160.46.244.12, 160.46.244.15, 160.46.244.18, 160.46.245.0/24, 160.46.247.0/24, 18.194.214.193, 192.138.117.0/24, 193.28.100.114, 193.34.102.101, 194.17.250.67, 194.5.203.135, 212.140.163.240, 212.183.3.69, 212.184.110.135, 213.144.1.42, 213.144.25.130, 213.144.25.132, 213.144.25.4, 213.150.240.70, 213.62.126.140, 35.158.184.249, 37.9.239.59, 38.105.33.241, 62.134.71.161, 62.134.71.200, 63.240.164.5, 64.37.204.56, 78.47.38.7, 81.91.20.109, 82.218.162.232, 84.21.32.31, 84.21.32.32, 84.21.32.35, 84.21.32.36, 84.21.34.156, 84.21.34.157, 84.21.40.213, 84.21.40.214, 84.21.42.110, 84.21.42.111, 85.233.213.172, 85.90.60.170, 88.157.227.145, 91.207.129.13, 91.239.177.115, 93.189.156.165, 93.90.134.100, 94.126.233.19, 97.71.123.46;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
333;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-Draexlmaier;;Ref: Port-6619-OFTP2 TCP  6619;193.158.111.211;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
334;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-Araymond;;Ref: Port-6619-OFTP2 TCP  6619;Ref: h-194.156.24.185-edib2b.araymond.com , Ref: h-194.156.24.175-edidev-araymond-com 194.156.24.175, 194.156.24.185;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
335;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-Port-3305-MEFRO;;Ref: Port-3305 , Ref: Port-6619-OFTP2 TCP  3305, TCP  6619;Ref: h-EDI-Mefro-94-126-233-19 , 212.140.163.240 212.140.163.240, 94.126.233.19;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
336;Dst NAT 10.9.0.86,Client;Re-direkt-EDILOB-AS2-Compacer-test;;Ref: HTTP+S , Ref: Port-6619-OFTP2-EDI TCP  443, TCP  6619, TCP  80;Ref: h-212.89.148.146 , Ref: h-212.89.148.147 212.89.148.146, 212.89.148.147;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
337;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-AS2-APTIV-Yageo;;Ref: HTTPS , Ref: ICMP ECHO , TCP  443;Ref: h-61.218.32.129-editest.yageo.com , Ref: h-61.218.32.128-edi.yageo.com 61.218.32.128, 61.218.32.129;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
338;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-AS2-APTIV;;Ref: Port-50000-J2EE-engine-HTTP TCP  50000;Ref: h-210.118.123.126-qas-as2-aptiv , Ref: h-210.118.123.116-prd-as2-aptiv , Ref: h-210.118.123.117-prd-as2-aptiv , Ref: h-210.118.123.115-prd-as2-aptiv 210.118.123.115, 210.118.123.116, 210.118.123.117, 210.118.123.126;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
339;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-AS2-Compacer;;Ref: HTTP+S , Ref: Port-6619-OFTP2-EDI TCP  443, TCP  6619, TCP  80;Ref: h-212.89.148.146 , Ref: h-212.89.148.147 212.89.148.146, 212.89.148.147;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
340;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-AS2-Skoda;;Ref: HTTP+S , Ref: Port-6619-OFTP2-EDI TCP  443, TCP  6619, TCP  80;Ref: h-193.108.106.84-oftp2.skoda-auto.cz 193.108.106.84;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
341;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-AS2-Seeburger;;Ref: HTTP+S , Ref: TCP-6263 , Ref: TCP-6264 TCP  443, TCP  6263, TCP  6264, TCP  80;Ref: edi.isg-aktuell.de;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
342;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-AS2-Eddyson;;Ref: HTTP+S , Ref: TCP-4060 , Ref: TCP-4070 TCP  4060, TCP  4070, TCP  443, TCP  80;Ref: as2.production.ondemand.services , Ref: as2.staging.ondemand.services;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
343;Dst NAT 10.9.10.87,Client;Re-direkt-EDILOB-Port-6618;;Ref: TCP-6618-EDILOB , Ref: UDP-6618-EDILOB TCP  6618, UDP  6618;Ref: h-93.90.134.100-Krone , 188.193.24.151 , Ref: oftp.iber-oleff.pt , 88.157.227.145 188.193.24.151, 88.157.227.145, 93.90.134.100;Source: default Destination: default;Ref: h-194.145.239.123--edilob.consinto.com 194.145.239.123;Any ;Always ;No-Shaping ;Default ;
344;Pass Client;Allow-https-to-AS2-EDI-Server;;HTTP+S TCP  443, TCP  80;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.43- as2prod.datagroup-bs.de 194.145.239.43;Any ;Always ;No-Shaping ;Default ;
345;Pass Client;Allow-Internet-to-DBSVCSA02--LANDESK;;Ref: HTTPS TCP  443;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.75-DBSVCSA02--LAN-Desk 194.145.239.75;Any ;Always ;No-Shaping ;Default ;
346;Pass Client;Allow-DBSVCSA02-to-Internet--LANDESK;;Ref: HTTP TCP  80;Ref: h-194.145.239.75-DBSVCSA02--LAN-Desk 194.145.239.75;Source: default Destination: default;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Any ;Always ;No-Shaping ;Default ;
347;Pass Client;Allow-DBSVCSA02-to-DBSLDNUE01--LANDESK;;Ref: HTTP , Ref: HTTPS TCP  443, TCP  80;Ref: h-194.145.239.75-DBSVCSA02--LAN-Desk 194.145.239.75;Source: default Destination: default;Ref: h-10.9.10.52-DBSLDNUE01-LANDESK-Core , Ref: h-10.9.10.54-DBSLDNUE02-LANDESK 10.9.10.52, 10.9.10.54;Any ;Always ;No-Shaping ;Default ;
348;Pass Client;Allow-DBSLDNUE01-to-DBSVCSA02--LANDESK;;Ref: SSH TCP  22;Ref: h-10.9.10.52-DBSLDNUE01-LANDESK-Core , Ref: h-10.9.10.54-DBSLDNUE02-LANDESK 10.9.10.52, 10.9.10.54;Source: default Destination: default;Ref: h-194.145.239.75-DBSVCSA02--LAN-Desk 194.145.239.75;Any ;Always ;No-Shaping ;Default ;
349;Pass Client;Allow-World-to-Triuva-Sharepoint;;Ref: HTTP+S TCP  443, TCP  80;Ref: World 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.85-PUM-BlueCoat-von-IBM 194.145.239.85;Any ;Always ;No-Shaping ;Default ;
350;Pass Client;Allow-world-to-FIDWSNUE03;;Ref: HTTPS , Ref: HTTP TCP  443, TCP  80;Ref: World 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.17-FIDWSNUE03 194.145.239.17;Any ;Always ;No-Shaping ;Default ;
351;Pass Client;Allow-Loadbalancer-toIVG-and-Triuva;;Ref: SSH TCP  22;Ref: g-Consinto-Loadbalancer 194.145.239.100, 194.145.239.101, 194.145.239.102;Source: default Destination: default;10.113.18.182 , 10.113.24.182;Any ;Always ;No-Shaping ;Default ;
352;Pass Client;Allow-extern-GM-F-to-Loadbalancer;;Ref: HTTP+S TCP  443, TCP  80;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.115-owa.dokumental.de 194.145.239.115;Any ;Always ;No-Shaping ;Default ;
353;Pass Client;Allow-NetScaler-Citrix-to-Triuva-LDAP;;Ref: ICMP , Ref: LDAP ECHO , TCP  389, UDP  389;Ref: h-194.145.239.58-NetScaler-Citrix 194.145.239.58;Source: default Destination: default;10.113.24.13 , 10.80.28.13;Any ;Always ;No-Shaping ;Default ;
354;Pass Client;Allow-NetScaler-Citrix-to-as001002-as001008;;Ref: RDP , Ref: ICMP , TCP  1494 , TCP  2598 , Ref: HTTP+S ECHO , TCP  1494, TCP  2598, TCP  3389, TCP  443, TCP  80;Ref: h-194.145.239.58-NetScaler-Citrix 194.145.239.58;Source: default Destination: default;Ref: h-10.1.13.102-con-as001002 , Ref: h-10.1.13.108-con-as001008 , Ref: h-10.1.13.101-con-as001001 10.1.13.101, 10.1.13.102, 10.1.13.108;Any ;Always ;No-Shaping ;Default ;
355;Pass Client;Allow-NetScaler-Citrix-to-Triuva;;Ref: RDP , Ref: ICMP , TCP  1494 , TCP  2598 , Ref: HTTP+S ECHO , TCP  1494, TCP  2598, TCP  3389, TCP  443, TCP  80;Ref: h-194.145.239.58-NetScaler-Citrix 194.145.239.58;Source: default Destination: default;Ref: g-Triuva-Citrix 10.113.24.101, 10.113.24.102, 10.113.24.103, 10.113.24.104, 10.113.24.105, 10.113.24.106, 10.113.24.107, 10.113.24.108, 10.113.24.109, 10.113.24.110, 10.113.24.131, 10.113.24.132, 10.113.24.133, 10.113.24.150, 10.113.24.191, 10.113.24.192;Any ;Always ;No-Shaping ;Default ;
356;Pass Client;Allow-NetScaler-Citrix-to-Sinnleffers;;Ref: ICMP , TCP  1494 , TCP  2598 , Ref: HTTP+S ECHO , TCP  1494, TCP  2598, TCP  443, TCP  80;Ref: h-194.145.239.58-NetScaler-Citrix 194.145.239.58;Source: default Destination: default;g-10.113.40.50-70-Sinnleffers 10.113.40.100, 10.113.40.50, 10.113.40.51, 10.113.40.52, 10.113.40.53, 10.113.40.54, 10.113.40.55, 10.113.40.56, 10.113.40.57, 10.113.40.58, 10.113.40.59, 10.113.40.60, 10.113.40.61, 10.113.40.62, 10.113.40.63, 10.113.40.64, 10.113.40.65, 10.113.40.66, 10.113.40.67, 10.113.40.68, 10.113.40.69, 10.113.40.70, 10.113.40.87, 10.113.40.88, 10.113.40.89, 10.113.40.90, 10.113.40.91, 10.113.40.93;Any ;Always ;No-Shaping ;Default ;
357;Pass Client;Allow-NetScaler-Citrix-to-Kundensystemen;;Ref: RDP , Ref: ICMP , TCP  1494 , TCP  2598 , Ref: HTTP+S ECHO , TCP  1494, TCP  2598, TCP  3389, TCP  443, TCP  80;Ref: h-194.145.239.58-NetScaler-Citrix 194.145.239.58;Source: default Destination: default;Ref: g-IlimTimber-Terminalserver , Ref: g-DGBS-Terminalserver , Ref: g-Sebaco-Terminalserver , Ref: net-10.9.222.0-DG-Shared-Service-Netz , Ref: g-IlimTimber-XenappServer , 10.113.8.12 , Ref: h-10.112.36.116-MWITSNUE01 , Ref: h-10.112.36.144-MWIDDCNUE01.gmc-instruments.com , Ref: h-10.112.36.145-MWIvdaNUE01.gmc-instruments.com 10.1.13.1, 10.1.13.101, 10.1.13.102, 10.1.13.104, 10.1.13.108, 10.1.13.2, 10.112.36.116, 10.112.36.144, 10.112.36.145, 10.113.7.101, 10.113.7.102, 10.113.7.103, 10.113.7.104, 10.113.7.105, 10.113.7.106, 10.113.7.107, 10.113.7.108, 10.113.7.109, 10.113.7.110, 10.113.7.112, 10.113.7.113, 10.113.7.121, 10.113.7.122, 10.113.7.123, 10.113.7.124, 10.113.7.125, 10.113.7.126, 10.113.7.127, 10.113.7.128, 10.113.7.129, 10.113.7.130, 10.113.7.131, 10.113.7.132, 10.113.7.133, 10.113.7.134, 10.113.7.81, 10.113.7.82, 10.113.8.12, 10.9.10.101, 10.9.10.102, 10.9.10.110, 10.9.222.0/24, 10.9.254.101;Any ;Always ;No-Shaping ;Default ;
358;Pass Client;Allow-World-to-Netscaler;;Ref: HTTP+S TCP  443, TCP  80;Ref: World 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.89-Netscaler-virt-IP-IlimTimber 194.145.239.89;Any ;Always ;No-Shaping ;Default ;
359;Pass Client;World-to-DES-Portal;;Ref: HTTP+S TCP  443, TCP  80;Ref: World 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.26-ess.datagroup-es.de 194.145.239.26;Any ;Always ;No-Shaping ;Default ;
360;Pass Client;Allow-DES-Portal-JS-to-DES-SAP;;TCP  3300 , TCP  4800;Ref: h-172.16.250.160-dessapgpd , Ref: h-172.16.250.161-dessapgpp 172.16.250.160, 172.16.250.161;Source: default Destination: default;10.113.36.160 , 10.113.36.162 , Ref: h-10.1.1.9-con-nagiosmaster , Ref: h-10.1.1.7-tha-as000305 , Ref: h-10.1.1.17_testnagios1 10.1.1.17, 10.1.1.7, 10.1.1.9, 10.113.36.160, 10.113.36.162;Any ;Always ;No-Shaping ;Default ;
361;Pass Client;Allow-EDI-to-DES;;TCP  3200-3399;Ref: h-10.9.0.86-consinto-CONEDILOBT 10.9.0.86;Source: default Destination: default;Ref: h-172.16.250.160-dessapgpd , Ref: h-172.16.250.161-dessapgpp , Ref: h-172.16.250.162-dessaphpp 172.16.250.160, 172.16.250.161, 172.16.250.162;Any ;Always ;No-Shaping ;Default ;
362;Pass Client;Allow-Nagios-to-DES-Copy1;;Ref: ICMP , TCP  3200 , TCP  3300 , TCP  5666 , TCP  50000 ECHO , TCP  3200, TCP  3300, TCP  50000, TCP  5666;Ref: h-10.1.1.7-tha-as000305 10.1.1.7;Source: default Destination: default;Ref: h-172.16.250.160-dessapgpd , Ref: h-172.16.250.161-dessapgpp , Ref: h-172.16.250.162-dessaphpp 172.16.250.160, 172.16.250.161, 172.16.250.162;Any ;Always ;No-Shaping ;Default ;
363;Pass Client;Allow-dbssappsm-to-DES-SAP-Server;;Ref: ICMP , TCP  3300 , Ref: HTTP , Ref: Port-8000 , Ref: Port-1521-Oracle Listener , Ref: Port-3200-sapdp00 , Ref: Port-1128-SAP Host Agent ECHO , TCP  1128, TCP  1521, TCP  3200, TCP  3300, TCP  80, TCP  8000;Ref: h-10.9.1.22-dbssappsm_Solutionmanager 10.9.1.22;Source: default Destination: default;Ref: h-172.16.250.160-dessapgpd , Ref: h-172.16.250.161-dessapgpp , Ref: h-172.16.250.162-dessaphpp 172.16.250.160, 172.16.250.161, 172.16.250.162;Any ;Always ;No-Shaping ;Default ;
364;Pass Client;Allow-DES-SAP-Server-to-dbssappsm;;Ref: ICMP , Ref: Port-8000 , Ref: Port-8081 , Ref: Port-8101 , Ref: Port-8100 , Ref: Port-50004-J2EE Engine , Ref: Port-6001-Introscope Enterprise Manager , Ref: Port-1128-SAP Host Agent ECHO , TCP  1128, TCP  50004, TCP  6001, TCP  8000, TCP  8081, TCP  8100, TCP  8101;Ref: h-172.16.250.160-dessapgpd , Ref: h-172.16.250.161-dessapgpp , Ref: h-172.16.250.162-dbssapwdp 172.16.250.160, 172.16.250.161, 172.16.250.162;Source: default Destination: default;Ref: h-10.9.1.22-dbssappsm_Solutionmanager 10.9.1.22;Any ;Always ;No-Shaping ;Default ;
365;Pass Client;Allow-Internet-to-cloud-secop-com;;Ref: HTTP+S TCP  443, TCP  80;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;194.145.239.74 ;Any ;Always ;No-Shaping ;Default ;
366;Pass Client;Allow-Netscaler-to-Secop-Citrix;;Ref: HTTP+S , TCP  1494 , TCP  2598 TCP  1494, TCP  2598, TCP  443, TCP  80;Ref: h-194.145.239.58-NetScaler-Citrix 194.145.239.58;Source: default Destination: default;Ref: h-10.113.6.110-secvdaaccnue01 , Ref: h-10.113.6.111-secvdaaccnue02 , Ref: h-10.113.6.114-secvdaaccnue03 , Ref: h-10.113.6.119-SECVDApNUE01 , Ref: h-10.113.6.120-SECVDApNUE02 , Ref: h-10.113.6.117-SECDDCpNUE01 , Ref: h-10.113.6.118-SECDDCpNUE02 10.113.6.110, 10.113.6.111, 10.113.6.114, 10.113.6.117, 10.113.6.118, 10.113.6.119, 10.113.6.120;Any ;Always ;No-Shaping ;Default ;
367;Pass Client;Allow-Netscaler-to-DC;;Ref: LDAP TCP  389, UDP  389;Ref: h-194.145.239.58-NetScaler-Citrix 194.145.239.58;Source: default Destination: default;Ref: h-10.1.2.110-tha-as000110 , Ref: h-10.1.2.111-tha-as000111 10.1.2.110, 10.1.2.111;Any ;Always ;No-Shaping ;Default ;
368;Pass Client;Allow-Netscaler-to-Sinnleffers-DC;;Ref: LDAP TCP  389, UDP  389;Ref: h-194.145.239.58-NetScaler-Citrix 194.145.239.58;Source: default Destination: default;10.113.40.10 ;Any ;Always ;No-Shaping ;Default ;
369;Pass Client;Allow-Netscaler-to-Secop-DC;;Ref: LDAP TCP  389, UDP  389;Ref: h-194.145.239.58-NetScaler-Citrix 194.145.239.58;Source: default Destination: default;Ref: h-10.113.6.50-SECDCNUE01 10.113.6.50;Any ;Always ;No-Shaping ;Default ;
370;Pass Client;Allow-Netscaler-to-IlimTimer-DCs;;Ref: LDAP TCP  389, UDP  389;Ref: h-194.145.239.58-NetScaler-Citrix 194.145.239.58;Source: default Destination: default;Ref: h-10.113.7.10-ILTDCNUE01 , Ref: h-192.168.206.37-ILTDCWIS01 10.113.7.10, 192.168.206.37;Any ;Always ;No-Shaping ;Default ;
371;Pass Client;Allow-Netscaler-to-MWI-DCs;;Ref: LDAP TCP  389, UDP  389;Ref: h-194.145.239.58-NetScaler-Citrix 194.145.239.58;Source: default Destination: default;Ref: h-10.112.1.105-tha-c21l46srv105-backup 10.112.1.105;Any ;Always ;No-Shaping ;Default ;
372;Pass Client;allow-inet-to-dbssapwdp;;TCP  44300;84.245.145.96/29 , 5.10.160.136/29 , 78.94.75.48/29 , 85.10.192.175 , 138.201.83.155;Source: default Destination: default;Ref: h-194.145.239.20-consapddt 194.145.239.20;Any ;Always ;No-Shaping ;Default ;
373;Pass Client;Allow-BADWSNUE01-to-DCNUE;;Ref: MS-CLIENT-SERVICES , Ref: MS-AD-High-Ports , Ref: LDAP , Ref: RDP ECHO , TCP , TCP  135, TCP  139, TCP  3389, TCP  389, TCP  445, TCP  49000-65000, TCP  49155, TCP  49156, TCP  49157, TCP  49158, TCP  49159, TCP  49160, TCP  49161, TCP  49162, TCP  49163, TCP  49164, TCP  49165, TCP  88, UDP , UDP  135, UDP  137, UDP  138, UDP  389, UDP  88;Ref: h-172.16.250.237-BADWSNUE01 172.16.250.237;Source: default Destination: default;Ref: h-10.9.0.10-consinto-DCNUE01 , Ref: h-10.9.0.16-consinto-DCNUE02 , Ref: h-10.9.10.101-contsnue01 , Ref: h-10.9.10.102-contsnue02 10.9.0.10, 10.9.0.16, 10.9.10.101, 10.9.10.102;Any ;Always ;No-Shaping ;Default ;
374;Pass Client;Allow-HILJIRANUE01-to-DCNUE;;Ref: MS-CLIENT-SERVICES , Ref: MS-AD-High-Ports , Ref: LDAP ECHO , TCP , TCP  135, TCP  139, TCP  389, TCP  445, TCP  49000-65000, TCP  49155, TCP  49156, TCP  49157, TCP  49158, TCP  49159, TCP  49160, TCP  49161, TCP  49162, TCP  49163, TCP  49164, TCP  49165, TCP  88, UDP , UDP  135, UDP  137, UDP  138, UDP  389, UDP  88;172.16.250.238 ;Source: default Destination: default;Ref: h-10.9.0.10-consinto-DCNUE01 , Ref: h-10.9.0.16-consinto-DCNUE02 10.9.0.10, 10.9.0.16;Any ;Always ;No-Shaping ;Default ;
375;Pass Client;Allow-Jumphost-ESS-SAP-DGES;;Ref: ICMP , Ref: SSH , Ref: nfs , Ref: SAP-3200-3299-TCP , Ref: SAP-3300-3399-TCP , Ref: SAP-3600-3699-TCP ECHO , TCP , TCP  2049, TCP  22, TCP  3200-3299, TCP  3300-3399, TCP  3600-3699, UDP  2049;Ref: Jumphost-DGES-10.118.255.0--24 , Ref: net-DGES-ESS-Server 10.118.255.0/24, 10.118.42.0/23;Source: default Destination: default;Ref: h-172.16.250.160-dessapgpd , Ref: h-172.16.250.161-dessapgpp 172.16.250.160, 172.16.250.161;Any ;Always ;No-Shaping ;Default ;
376;Pass Client;Allow-10-9-22-0--24-to-hiljiranue01;;Ref: RDP , Ref: ICMP ECHO , TCP  3389;Ref: net-10-9-22-Consinto-Korntal 10.9.22.0/24;Source: default Destination: default;172.16.250.238 ;Any ;Always ;No-Shaping ;Default ;
377;Pass Client;temp-Netscaler-test-RSA;;Ref: ALL ALLIP, ECHO , TCP  *, TCP  21, TCP  512, TCP  513, TCP  514, UDP  *;194.145.239.58 ;Source: default Destination: default;10.9.10.26 ;Any ;Always ;No-Shaping ;Default ;
378;CascadeBack ;Back-to-Main-Rules;;ALL ALLIP, ECHO , TCP  *, TCP  21, TCP  512, TCP  513, TCP  514, UDP  *;World 0.0.0.0/0;Source: default ;World 0.0.0.0/0;Any ;Always ;N.A. ;N.A. ;
